Date,Open,High,Low,Close,Volume
2023-12-12,147.752176,148.038339,147.697353,147.815611,2491518.000000
2023-12-13,149.445464,149.529831,149.319386,149.418212,4450880.000000
2023-12-14,148.134600,148.402763,148.131884,148.281524,2283639.000000
2023-12-15,147.617314,147.828498,147.465013,147.572074,530346.000000
2023-12-18,141.362724,141.604845,141.306451,141.444954,3408964.000000
2023-12-19,137.985275,138.254395,137.818540,138.002815,4188376.000000
2023-12-20,139.578674,139.655431,139.362162,139.594157,1553450.000000
2023-12-21,138.295405,138.410783,138.264842,138.351082,3514550.000000
2023-12-22,138.255723,138.305654,138.081253,138.163681,1638952.000000
2023-12-25,138.207665,138.219054,138.050907,138.148587,2401442.000000
2023-12-26,141.446380,141.582430,141.373928,141.506118,4515179.000000
2023-12-27,138.770896,138.888833,138.653931,138.815602,3239693.000000
2023-12-28,140.408307,140.842190,140.408307,140.596026,2235898.000000
2023-12-29,140.560249,140.560249,140.360073,140.474985,1328114.000000
2024-01-01,140.874053,141.220560,140.845214,141.030152,2304573.000000
2024-01-02,143.633636,143.859964,143.408034,143.618168,2503736.000000
2024-01-03,143.043329,143.141965,142.837679,143.045374,1148909.000000
2024-01-04,141.743628,142.055697,141.705372,141.781557,1056121.000000
2024-01-05,139.961163,140.307934,139.784410,140.033285,3488612.000000
2024-01-08,138.592180,138.852420,138.408463,138.616575,2435067.000000
2024-01-09,134.090005,134.318218,133.924884,134.108243,979404.000000
2024-01-10,131.811167,131.858591,131.520037,131.761001,4172412.000000
2024-01-11,132.379029,132.555315,132.288490,132.363013,3160132.000000
2024-01-12,126.468260,126.726541,126.295185,126.524056,2370663.000000
2024-01-15,127.582670,127.892506,127.487524,127.690205,4417727.000000
2024-01-16,132.968206,133.084738,132.819202,133.023216,1408722.000000
2024-01-17,133.673926,133.849034,133.461203,133.587332,1576546.000000
2024-01-18,137.147921,137.478877,137.147921,137.291421,242236.000000
2024-01-19,138.188125,138.468881,138.029408,138.237476,2450371.000000
2024-01-22,145.314185,145.635710,145.135004,145.391758,3492011.000000
2024-01-23,137.928119,138.317857,137.912070,138.140270,1139751.000000
2024-01-24,136.230753,136.231788,136.037774,136.167174,2924452.000000
2024-01-25,134.971891,135.142972,134.795673,134.895852,2842848.000000
2024-01-26,132.898296,133.126674,132.685376,132.866055,793928.000000
2024-01-29,135.083557,135.417688,134.944181,135.160814,2938303.000000
2024-01-30,133.059966,133.177123,132.889489,132.983226,3282766.000000
2024-01-31,135.172558,135.294089,135.110351,135.229267,4315237.000000
2024-02-01,137.091467,137.207517,136.870982,136.986708,3887848.000000
2024-02-02,135.791804,135.901198,135.672778,135.806407,2246463.000000
2024-02-05,133.793490,133.981892,133.609704,133.716457,4853200.000000
2024-02-06,133.513895,133.762333,133.330640,133.504269,3976032.000000
2024-02-07,137.375208,137.656321,137.311365,137.483025,4922073.000000
2024-02-08,134.535943,134.709627,134.367734,134.441724,4047304.000000
2024-02-09,136.238997,136.414412,136.044717,136.290227,208067.000000
2024-02-12,135.842732,135.982836,135.757408,135.853014,703801.000000
2024-02-13,137.463404,137.646357,137.360062,137.590198,730928.000000
2024-02-14,138.894557,138.999002,138.827007,138.909733,4816411.000000
2024-02-15,136.829743,137.123667,136.727667,136.861282,4470983.000000
2024-02-16,135.722501,135.760028,135.432077,135.677380,4470345.000000
2024-02-19,134.244280,134.244280,133.948811,134.141518,1141604.000000
2024-02-20,135.312118,135.579489,135.209515,135.340780,1113009.000000
2024-02-21,137.350993,137.591476,137.253950,137.406892,2395363.000000
2024-02-22,139.892796,139.895025,139.474392,139.730885,2835616.000000
2024-02-23,134.860109,135.144952,134.843227,134.909584,1972593.000000
2024-02-26,133.729085,133.876007,133.457120,133.713251,596102.000000
2024-02-27,132.908349,133.136015,132.791495,132.996793,3597428.000000
2024-02-28,128.845574,129.112111,128.845574,129.002688,3144914.000000
2024-02-29,132.876228,133.078552,132.876228,132.952084,1317029.000000
2024-03-01,132.014248,132.326668,131.950774,132.102629,4151703.000000
2024-03-04,135.149030,135.268340,134.838224,135.084451,1680610.000000
2024-03-05,137.919511,137.919511,137.625168,137.769398,983640.000000
2024-03-06,140.127931,140.277081,139.999745,140.168402,2034684.000000
2024-03-07,142.871125,143.070228,142.629568,142.822851,900771.000000
2024-03-08,141.686659,141.973570,141.658921,141.728111,4576556.000000
2024-03-11,146.408799,146.707170,146.318581,146.444533,2613327.000000
2024-03-12,142.747954,143.027873,142.587675,142.744937,777734.000000
2024-03-13,140.992745,141.241833,140.828273,141.045994,660645.000000
2024-03-14,141.512050,141.875473,141.512050,141.596693,4545700.000000
2024-03-15,139.595087,139.708364,139.511550,139.614143,4515647.000000
2024-03-18,141.270221,141.513835,140.979672,141.245108,137148.000000
2024-03-19,141.500500,141.736908,141.441448,141.514157,4784567.000000
2024-03-20,143.834515,143.901000,143.519108,143.780883,249246.000000
2024-03-21,146.130991,146.223521,145.874690,146.073256,4417651.000000
2024-03-22,149.190649,149.526208,149.129160,149.234221,4466761.000000
2024-03-25,152.857011,153.024273,152.847075,152.936017,4686700.000000
2024-03-26,149.443421,149.503911,149.318492,149.420400,2809635.000000
2024-03-27,148.632730,148.946242,148.395409,148.665640,3955690.000000
2024-03-28,149.394326,149.691699,149.255313,149.420624,2361243.000000
2024-03-29,147.227023,147.361108,147.066420,147.134550,3045888.000000
2024-04-01,147.760900,148.220343,147.697987,147.936369,1871524.000000
2024-04-02,143.854604,143.964204,143.809049,143.869634,2400951.000000
2024-04-03,142.462299,142.653481,142.192701,142.434673,1256694.000000
2024-04-04,142.048240,142.326988,142.046558,142.118003,2828449.000000
2024-04-05,147.088052,147.162975,146.846601,147.062752,2572447.000000
2024-04-08,147.975398,148.285029,147.803778,148.082564,3671910.000000
2024-04-09,147.659833,147.852875,147.420544,147.620511,4903576.000000
2024-04-10,144.961597,145.017636,144.701624,144.772932,4587300.000000
2024-04-11,151.913314,152.040645,151.619766,151.901039,1426832.000000
2024-04-12,146.725285,146.870803,146.556315,146.626071,3940926.000000
2024-04-15,145.946757,146.034048,145.725856,145.920365,1349249.000000
2024-04-16,142.416665,142.494422,142.231342,142.423805,557992.000000
2024-04-17,146.642027,147.021646,146.483995,146.774608,574599.000000
2024-04-18,144.371386,144.371386,143.973310,144.221914,4678876.000000
2024-04-19,143.555308,143.844109,143.278397,143.558173,3757023.000000
2024-04-22,144.115056,144.229189,143.963488,144.080193,2398994.000000
2024-04-23,140.159878,140.357710,139.905470,140.107504,3147139.000000
2024-04-24,140.073333,140.188146,139.887337,140.092995,712002.000000
2024-04-25,141.963727,142.039052,141.758699,141.959578,1916381.000000
2024-04-26,142.443678,142.779958,142.443678,142.555883,3475679.000000
2024-04-29,139.652820,139.758947,139.395573,139.523254,3427883.000000
2024-04-30,136.034605,136.377566,136.034605,136.128404,2714532.000000
2024-05-01,138.177188,138.327285,137.981454,138.151298,2236280.000000
2024-05-02,137.098451,137.098451,136.658833,136.881417,1419369.000000
2024-05-03,139.844834,139.999042,139.631260,139.732600,4441834.000000
2024-05-06,140.640319,141.041144,140.640319,140.778903,398866.000000
2024-05-07,145.133919,145.361089,144.936266,145.188426,628251.000000
2024-05-08,144.268424,144.391868,144.099891,144.286600,4285417.000000
2024-05-09,150.581638,150.683813,150.256283,150.551059,410784.000000
2024-05-10,148.065322,148.065322,147.808973,147.895067,1382217.000000
2024-05-13,147.439129,147.544719,147.305106,147.432457,619961.000000
2024-05-14,147.857118,147.857118,147.524236,147.734037,3992727.000000
2024-05-15,144.997001,145.128933,144.686545,144.969066,3528710.000000
2024-05-16,146.729811,147.096340,146.606012,146.850563,4824172.000000
2024-05-17,142.941086,143.084930,142.797969,142.875013,1940763.000000
2024-05-20,142.817092,142.952579,142.633758,142.882524,2004530.000000
2024-05-21,145.790665,146.038610,145.642053,145.783086,2805709.000000
2024-05-22,143.423161,143.459806,143.254229,143.350688,4784001.000000
2024-05-23,137.905122,138.060913,137.640730,137.839575,758849.000000
2024-05-24,140.027339,140.172894,139.775005,139.957540,4058242.000000
2024-05-27,139.670412,139.857540,139.567665,139.711800,2639974.000000
2024-05-28,138.387642,138.387642,137.933732,138.184447,4563278.000000
2024-05-29,137.540072,137.600135,137.309162,137.490200,1282250.000000
2024-05-30,134.058068,134.121058,133.848054,133.974318,4286391.000000
2024-05-31,132.554626,132.554626,132.430910,132.484170,1015548.000000
2024-06-03,134.388429,134.581216,134.245322,134.320066,4368056.000000
2024-06-04,135.546859,135.737969,135.296064,135.549899,3430100.000000
2024-06-05,134.854886,135.058461,134.659147,134.913244,2008801.000000
2024-06-06,134.598950,134.657514,134.390238,134.529906,1488630.000000
2024-06-07,132.539126,132.872596,132.501818,132.615595,579518.000000
2024-06-10,134.613724,134.928337,134.613724,134.676405,1388921.000000
2024-06-11,128.549623,128.646280,128.316074,128.415292,4972061.000000
2024-06-12,124.196796,124.196796,123.793515,123.988654,2625569.000000
2024-06-13,122.244128,122.406907,122.125657,122.261792,2766161.000000
2024-06-14,121.987072,122.027722,121.718484,121.921272,3403442.000000
2024-06-17,122.432467,122.481772,122.299766,122.416858,1372326.000000
2024-06-18,121.914994,121.915088,121.620400,121.863139,2629761.000000
2024-06-19,119.859043,120.151164,119.833285,120.000083,2726628.000000
2024-06-20,124.967345,125.173336,124.915551,125.029619,567567.000000
2024-06-21,126.656186,126.795099,126.514621,126.675436,3126739.000000
2024-06-24,125.046674,125.206290,124.857578,124.997902,2436124.000000
2024-06-25,124.671842,124.912245,124.601684,124.697102,2507133.000000
2024-06-26,124.101556,124.257822,124.048649,124.205491,4645907.000000
2024-06-27,125.795623,125.965129,125.654495,125.830805,2905097.000000
2024-06-28,120.371764,120.464424,120.154607,120.371169,2837761.000000
2024-07-01,119.716478,119.926612,119.664932,119.740117,1036837.000000
2024-07-02,119.543879,119.668558,119.512105,119.591361,1803416.000000
2024-07-03,121.431379,121.506160,121.274472,121.332917,2178505.000000
2024-07-04,121.834560,121.881254,121.650578,121.758718,2697728.000000
2024-07-05,121.218345,121.346369,120.975297,121.136395,1346087.000000
2024-07-08,119.638796,119.652490,119.525233,119.577747,4021006.000000
2024-07-09,116.080623,116.080623,115.860736,115.977087,1841690.000000
2024-07-10,118.264193,118.523872,118.197633,118.338044,4151378.000000
2024-07-11,118.877221,119.072134,118.694666,118.924543,4999161.000000
2024-07-12,123.904206,123.974943,123.670376,123.822602,110488.000000
2024-07-15,122.088716,122.113944,121.803941,122.037254,3956915.000000
2024-07-16,120.681396,120.858828,120.525629,120.680735,4845288.000000
2024-07-17,121.177105,121.227515,121.007548,121.175606,4176426.000000
2024-07-18,122.447091,122.686687,122.447091,122.522041,2283276.000000
2024-07-19,124.935570,124.988997,124.705260,124.916892,1202573.000000
2024-07-22,126.600306,126.761020,126.515316,126.622143,3563969.000000
2024-07-23,131.014948,131.014948,130.694613,130.906211,4783492.000000
2024-07-24,129.858526,129.941833,129.724894,129.846816,4375903.000000
2024-07-25,129.308469,129.558126,129.234651,129.358804,3268364.000000
2024-07-26,130.387196,130.600982,130.190170,130.363660,1406948.000000
2024-07-29,128.618965,128.845697,128.530963,128.614701,3692187.000000
2024-07-30,135.470286,135.547145,135.381674,135.451894,1093726.000000
2024-07-31,138.992936,139.307910,138.809829,139.076363,814837.000000
2024-08-01,141.502665,141.502665,141.197830,141.373196,2921815.000000
2024-08-02,144.385545,144.623238,144.214538,144.337715,1714993.000000
2024-08-05,144.976060,145.142742,144.697112,144.876599,1830083.000000
2024-08-06,147.432238,147.470738,147.218241,147.389022,1877458.000000
2024-08-07,152.429367,152.505510,152.060230,152.343354,1799209.000000
2024-08-08,151.948323,152.219042,151.711720,151.927747,601233.000000
2024-08-09,153.801424,154.148969,153.729571,153.922990,585340.000000
2024-08-12,154.797179,155.095097,154.656294,154.829729,1894908.000000
2024-08-13,152.832435,152.832435,152.331737,152.627927,3668970.000000
2024-08-14,149.976802,150.137010,149.842427,150.044499,4260961.000000
2024-08-15,151.237984,151.428587,151.133853,151.223396,3714148.000000
2024-08-16,147.951642,148.102478,147.731548,147.963099,700184.000000
2024-08-19,148.311745,148.492964,148.060395,148.209596,212549.000000
2024-08-20,150.285826,150.372300,150.099998,150.227996,666209.000000
2024-08-21,151.925580,152.061801,151.683113,151.978904,1549267.000000
2024-08-22,153.439341,153.580999,153.265674,153.400171,1133362.000000
2024-08-23,154.895858,155.191433,154.638564,154.944793,1525089.000000
2024-08-26,156.725405,156.833364,156.669152,156.764683,195176.000000
2024-08-27,150.938328,151.206349,150.784164,151.007582,2734243.000000
2024-08-28,151.205434,151.205434,150.748795,150.970931,1665242.000000
2024-08-29,150.129564,150.292159,149.864954,150.144106,3903197.000000
2024-08-30,150.651936,150.806452,150.310032,150.544080,3616470.000000
2024-09-02,144.893042,145.067855,144.698853,144.788000,1757532.000000
2024-09-03,146.182076,146.368696,145.996961,146.135593,4352332.000000
2024-09-04,149.346462,149.509344,149.256626,149.362300,3798753.000000
2024-09-05,151.335459,151.561479,151.269422,151.417409,3872012.000000
2024-09-06,149.334243,149.594423,149.134463,149.414574,1359538.000000
2024-09-09,148.377870,148.648958,148.136700,148.414284,4827379.000000
2024-09-10,148.531772,148.604387,148.292569,148.482170,4001353.000000
2024-09-11,149.712914,149.847014,149.466736,149.678532,4723127.000000
2024-09-12,147.910666,148.051519,147.687944,147.971417,2622771.000000
2024-09-13,153.598802,153.895087,153.509121,153.610768,1395694.000000
2024-09-16,150.772348,150.772348,150.456106,150.560354,4936446.000000
2024-09-17,151.718702,151.852516,151.635301,151.721878,4508649.000000
2024-09-18,157.782730,157.897448,157.457874,157.690069,4406496.000000
2024-09-19,160.172096,160.213831,159.824178,160.096419,1371000.000000
2024-09-20,164.573415,164.918620,164.517483,164.642241,3980899.000000
2024-09-23,162.912152,163.079403,162.740909,162.971912,4359720.000000
2024-09-24,158.435798,158.733584,158.273514,158.471644,1102060.000000
2024-09-25,158.713347,158.882472,158.391276,158.703943,2890534.000000
2024-09-26,154.003986,154.244127,153.900742,154.033351,1154176.000000
2024-09-27,155.465636,155.506641,154.989908,155.299051,1128282.000000
2024-09-30,154.341517,154.496845,153.917917,154.193493,3936188.000000
2024-10-01,152.796145,153.004203,152.673047,152.918677,1910774.000000
2024-10-02,154.031882,154.315640,154.031882,154.180137,3114872.000000
2024-10-03,150.226516,150.309425,149.984550,150.195418,258903.000000
2024-10-04,145.374698,145.420675,145.212648,145.290563,2269946.000000
2024-10-07,144.523594,144.746084,144.303205,144.522952,4210709.000000
2024-10-08,146.315535,146.446664,146.045161,146.237492,1016128.000000
2024-10-09,143.485608,143.721156,143.287125,143.487792,3479302.000000
2024-10-10,142.554449,142.627914,142.349586,142.422517,2284021.000000
2024-10-11,146.678051,146.678051,146.341824,146.580038,4663399.000000
2024-10-14,148.883886,149.122522,148.618946,148.869154,4049326.000000
2024-10-15,144.983251,145.380872,144.948521,145.112665,4740137.000000
2024-10-16,143.581618,143.811057,143.529611,143.680074,446438.000000
2024-10-17,139.541993,139.561275,139.267610,139.449568,3889891.000000
2024-10-18,143.391558,143.549723,143.117823,143.337333,4318003.000000
2024-10-21,144.635854,144.920601,144.610574,144.732441,594860.000000
2024-10-22,143.438951,143.439499,143.208373,143.363407,1262625.000000
2024-10-23,143.537709,143.669934,143.474522,143.553655,4385876.000000
2024-10-24,147.283501,147.467370,147.131140,147.378489,3095963.000000
2024-10-25,144.867819,145.026108,144.762623,144.889696,1911969.000000
2024-10-28,148.351586,148.607695,148.301551,148.367665,628923.000000
2024-10-29,148.875505,148.982402,148.735531,148.875514,369798.000000
2024-10-30,151.095541,151.197544,151.013488,151.128949,3170420.000000
2024-10-31,150.837848,151.051151,150.655387,150.873479,2153811.000000
2024-11-01,149.579325,149.704225,149.397319,149.619286,4463717.000000
2024-11-04,149.799868,149.946197,149.761528,149.846656,4406869.000000
2024-11-05,153.528068,153.597352,153.448863,153.511004,3380366.000000
2024-11-06,149.378849,149.399359,149.157263,149.248047,4980929.000000
2024-11-07,148.011139,148.087613,147.706173,147.964094,1810760.000000
2024-11-08,153.062033,153.261650,152.885750,153.035765,4760157.000000
2024-11-11,155.528962,155.775289,155.398922,155.625996,3001272.000000
2024-11-12,151.038669,151.300484,150.806067,151.055992,1606912.000000
2024-11-13,153.685991,153.728195,153.542519,153.639705,3772805.000000
2024-11-14,152.393403,152.393403,152.016753,152.290960,3872315.000000
2024-11-15,152.610628,152.665212,152.386594,152.534438,4990877.000000
2024-11-18,154.116071,154.211819,153.766193,154.070951,1801196.000000
2024-11-19,155.659189,155.882927,155.520721,155.745397,2056526.000000
2024-11-20,152.668001,152.998192,152.596876,152.731678,1969950.000000
2024-11-21,154.422939,154.612919,154.153906,154.333200,169309.000000
2024-11-22,152.976932,153.197622,152.840806,152.986422,1567101.000000
2024-11-25,148.540152,148.709471,148.280486,148.478402,1579388.000000
2024-11-26,147.368828,147.649509,147.354035,147.466505,1632077.000000
2024-11-27,144.391529,144.614587,144.350023,144.474644,3993269.000000
2024-11-28,141.898789,141.899182,141.519120,141.779599,2505522.000000
2024-11-29,140.285794,140.558261,140.187017,140.279266,1321435.000000
2024-12-02,139.567751,139.567751,139.199129,139.380159,4364725.000000
2024-12-03,139.752723,140.018429,139.626204,139.822553,3859681.000000
2024-12-04,135.824385,136.041859,135.564877,135.823535,4459877.000000
