Date,Open,High,Low,Close,Volume
2023-12-12,144.696719,144.938385,144.568818,144.716442,4134507.000000
2023-12-13,145.242121,145.601540,145.108631,145.335868,3945894.000000
2023-12-14,138.080457,138.267104,137.751518,137.991127,1115003.000000
2023-12-15,136.170627,136.390022,136.102922,136.158745,1680905.000000
2023-12-18,140.479756,140.679886,140.301558,140.539628,1838714.000000
2023-12-19,138.948352,139.073203,138.625839,138.860113,565083.000000
2023-12-20,141.541369,141.653872,141.343107,141.542008,838767.000000
2023-12-21,139.405879,139.550002,139.137230,139.404366,4892493.000000
2023-12-22,143.908406,144.087551,143.715018,143.864204,1708524.000000
2023-12-25,142.644074,142.733128,142.348509,142.628233,3620419.000000
2023-12-26,145.775972,145.921078,145.564649,145.638945,3926640.000000
2023-12-27,150.395572,150.545624,150.054276,150.329844,3691921.000000
2023-12-28,152.680601,152.700318,152.350528,152.491004,1661764.000000
2023-12-29,148.839992,149.170050,148.839992,149.034795,2962172.000000
2024-01-01,147.420299,147.582127,147.304619,147.483067,939201.000000
2024-01-02,148.702460,148.884447,148.566418,148.722753,3881279.000000
2024-01-03,141.863624,142.077809,141.817949,142.020008,3949358.000000
2024-01-04,141.898673,141.980060,141.688235,141.871748,4951694.000000
2024-01-05,143.726332,143.965292,143.500554,143.716736,2906804.000000
2024-01-08,145.317510,145.615573,145.296638,145.427411,4483517.000000
2024-01-09,144.494720,144.619046,144.319405,144.529019,1911179.000000
2024-01-10,149.615023,149.881184,149.496670,149.611710,3194274.000000
2024-01-11,148.364329,148.364329,148.008476,148.260082,4307797.000000
2024-01-12,144.658269,144.719109,144.476479,144.578159,1438999.000000
2024-01-15,141.643581,141.903962,141.479478,141.755169,1171830.000000
2024-01-16,139.940459,140.078526,139.900742,139.997327,3114777.000000
2024-01-17,139.569609,139.611690,139.276897,139.470253,4588354.000000
2024-01-18,142.815817,142.883323,142.573905,142.793910,866842.000000
2024-01-19,137.642241,137.777104,137.489003,137.603679,2581718.000000
2024-01-22,138.104646,138.162786,137.869833,138.105812,1940291.000000
2024-01-23,138.652742,138.814693,138.414992,138.682760,2231082.000000
2024-01-24,134.540365,134.755491,134.443344,134.546016,172610.000000
2024-01-25,131.929593,132.122411,131.834017,131.979957,4284286.000000
2024-01-26,130.766005,130.948046,130.699536,130.821389,3841643.000000
2024-01-29,128.355093,128.556190,128.274466,128.352781,744830.000000
2024-01-30,127.295798,127.582371,127.295798,127.359536,1098544.000000
2024-01-31,125.762675,125.975874,125.762675,125.903401,306371.000000
2024-02-01,125.881527,126.145494,125.689635,125.894285,1639747.000000
2024-02-02,121.329537,121.510584,121.328769,121.419559,856662.000000
2024-02-05,118.830303,119.054369,118.830303,118.970162,4258519.000000
2024-02-06,116.486044,116.599043,116.207608,116.427923,3703364.000000
2024-02-07,115.607725,115.786945,115.587254,115.648718,2057408.000000
2024-02-08,119.003964,119.032237,118.795019,118.984037,1971512.000000
2024-02-09,120.141619,120.313329,119.980606,120.136486,798686.000000
